NEWS TITLE,NEWS TEXT,DATETIME,URL
Three reasons why stock markets cannot be shut despite a meltdown,Exchanges including NSE| BSE and MCX also allowed brokers to trade from home to ensure business continuity.,2020-03-23T06:31:00Z,./articles/CBMihAFodHRwczovL3d3dy5uZXdpbmRpYW5leHByZXNzLmNvbS9idXNpbmVzcy8yMDIwL21hci8yMy90aHJlZS1yZWFzb25zLXdoeS1zdG9jay1tYXJrZXRzLWNhbm5vdC1iZS1zaHV0LWRlc3BpdGUtYS1tZWx0ZG93bi0yMTIwNDQ1Lmh0bWzSAYMBaHR0cHM6Ly93d3cubmV3aW5kaWFuZXhwcmVzcy5jb20vYnVzaW5lc3MvMjAyMC9tYXIvMjMvdGhyZWUtcmVhc29ucy13aHktc3RvY2stbWFya2V0cy1jYW5ub3QtYmUtc2h1dC1kZXNwaXRlLWEtbWVsdGRvd24tMjEyMDQ0NS5hbXA?hl=en-IN&gl=IN&ceid=IN%3Aen
Covid-19 an economic tsunami; biz failures| bankruptcies coming: Moodys,Coronavirus (Covid-19) pandemic has created a global economic tsunami| warns Moody's Analytics| given how rapidly the virus has spread across countries ...,2020-03-24T08:20:34Z,./articles/CAIiEKcDBweDREOyTALNIFbPvv4qGQgEKhAIACoHCAowsLXdCjCm3dEBMNS-swY?hl=en-IN&gl=IN&ceid=IN%3Aen
BigBasket app| site crash on high demand,NEW DELHI: Website and mobile app of online grocery seller BigBasket on Monday faced breakdown due to surge in demand amid the coronavirus outbreak.,2020-03-24T02:40:10Z,./articles/CAIiEEgEti3JRfZBLFOVdl0Luc8qGQgEKhAIACoHCAow2pqGCzD954MDMNCRmgY?hl=en-IN&gl=IN&ceid=IN%3Aen
Crude Oil Price Update - Friday's Plunge Fueled by Futures Contract Expiration,U.S. West Texas Intermediate crude oil posted a double-digit loss on Friday| after serving up double-digit gains the previous session. The moves more than ...,2020-03-22T16:35:17Z,./articles/CBMifWh0dHBzOi8vd3d3LmZ4ZW1waXJlLmNvbS9mb3JlY2FzdHMvYXJ0aWNsZS9jcnVkZS1vaWwtcHJpY2UtdXBkYXRlLWZyaWRheXMtcGx1bmdlLWZ1ZWxlZC1ieS1mdXR1cmVzLWNvbnRyYWN0LWV4cGlyYXRpb24tNjQwMTU00gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Amazon hikes overtime pay for workers in US,Amazon Founder and CEO Jeff Bezos sent a memo to employees on Saturday showing health concerns for warehouse workers due to coronavirus outbreak.,2020-03-23T11:57:45Z,./articles/CAIiEA8cqOeWcn5b_k1K1TCSgGcqGQgEKhAIACoHCAowot7cCjD8xM4BMJTu8gU?hl=en-IN&gl=IN&ceid=IN%3Aen
Sterlite Tech share price jumps 8% after board approves share buyback,The share price of Sterlite Technologies spiked more than 8 percent intraday on March 24| the day digital technology company's board of directors approved the ...,2020-03-24T06:16:00Z,./articles/CBMihAFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvbWFya2V0cy9zdGVybGl0ZS10ZWNoLXNoYXJlLXByaWNlLWp1bXBzLTgtYWZ0ZXItYm9hcmQtYXBwcm92ZXMtc2hhcmUtYnV5YmFjay01MDY1ODExLmh0bWzSAYgBaHR0cHM6Ly93d3cubW9uZXljb250cm9sLmNvbS9uZXdzL2J1c2luZXNzL21hcmtldHMvc3RlcmxpdGUtdGVjaC1zaGFyZS1wcmljZS1qdW1wcy04LWFmdGVyLWJvYXJkLWFwcHJvdmVzLXNoYXJlLWJ1eWJhY2stNTA2NTgxMS5odG1sL2FtcA?hl=en-IN&gl=IN&ceid=IN%3Aen
Masa Son unveils a $41 billion asset sale to silence his critics,Son is trying to salvage his reputation as one of the worlds foremost tech investors| a name based largely on a prescient early bet on Alibaba| which grew to ...,2020-03-24T03:37:04Z,./articles/CAIiEPbMTAZizh2kHm83UOwxHY4qGQgEKhAIACoHCAow2pqGCzD954MDMNCRmgY?hl=en-IN&gl=IN&ceid=IN%3Aen
Reliance Jio offering free broadband data! Check details,The company has also doubled data limits for top-up voucher and bundle-free calling minutes to non-Jio networks in these vouchers.,2020-03-23T14:37:33Z,./articles/CAIiELCiRAWAYVhoQClrj6ISV6QqGQgEKhAIACoHCAow55veCjDzvdUBMIPh5gU?hl=en-IN&gl=IN&ceid=IN%3Aen
Coronavirus impact: This company will deliver new car keys by drones,The drones will pass new car keys to consumers by delivering directly to their door or balcony to ensure that people-to-people contact is minimum amid ...,2020-03-23T10:52:03Z,./articles/CBMigQFodHRwczovL2F1dG8uaGluZHVzdGFudGltZXMuY29tL2F1dG8vbmV3cy9jb3JvbmF2aXJ1cy1pbXBhY3QtdGhpcy1jb21wYW55LXdpbGwtZGVsaXZlci1uZXctY2FyLWtleXMtYnktZHJvbmVzLTQxNTg0OTYwMTIxMDE1Lmh0bWzSAYUBaHR0cHM6Ly9hdXRvLmhpbmR1c3RhbnRpbWVzLmNvbS9hdXRvL25ld3MvY29yb25hdmlydXMtaW1wYWN0LXRoaXMtY29tcGFueS13aWxsLWRlbGl2ZXItbmV3LWNhci1rZXlzLWJ5LWRyb25lcy9hbXAtNDE1ODQ5NjAxMjEwMTUuaHRtbA?hl=en-IN&gl=IN&ceid=IN%3Aen
Rapid coronavirus test with 45-min detection time gets fast-tracked| greenlit by US FDA; will be rolled...,The American Food and Drug Administration has approved the first rapid diagnostic test for the novel coronavirus| which could encourage quicker and more ...,2020-03-24T04:35:52Z,./articles/CAIiEEWMy56P7UJZoQTDsJ4IztIqGAgEKg8IACoHCAow5v6PATDrwA8wleW5Bg?hl=en-IN&gl=IN&ceid=IN%3Aen
Samsung temporarily closes its smartphone factory in India to fight COVID-19 spread - GSMArena.com news,Samsung is forced to temporarily close a second factory due to the COVID-19 outbreak - this time the plant in Noida| Uttar Pradesh. It was opened in the summer ...,2020-03-23T10:22:02Z,./articles/CBMiYmh0dHBzOi8vd3d3LmdzbWFyZW5hLmNvbS9zYW1zdW5nX3RlbXBvcmFyaWx5X2Nsb3Nlc19pdHNfc21hcnRwaG9uZV9mYWN0b3J5X2luX2luZGlhLW5ld3MtNDIxNzIucGhw0gFfaHR0cHM6Ly9tLmdzbWFyZW5hLmNvbS9zYW1zdW5nX3RlbXBvcmFyaWx5X2Nsb3Nlc19pdHNfc21hcnRwaG9uZV9mYWN0b3J5X2luX2luZGlhLWFtcC00MjE3Mi5waHA?hl=en-IN&gl=IN&ceid=IN%3Aen
Jawa Perak deliveries delayed - Jawa production shut down,Jawa Perak deliveries delay due to corona virus (COVID-19) outbreak in India. Jawa Motorcycles has halted production at its Pithampur plant.,2020-03-24T07:00:46Z,./articles/CBMiQmh0dHBzOi8vd3d3LnJ1c2hsYW5lLmNvbS9qYXdhLXBlcmFrLWRlbGl2ZXJpZXMtZGVsYXktMTIzNTcwNTMuaHRtbNIBRmh0dHBzOi8vd3d3LnJ1c2hsYW5lLmNvbS9qYXdhLXBlcmFrLWRlbGl2ZXJpZXMtZGVsYXktMTIzNTcwNTMuaHRtbC9hbXA?hl=en-IN&gl=IN&ceid=IN%3Aen
Coronavirus lockdown: Banks open but some branches may be closed,The Indian Banks' Association has suggested banks that they can keep some branches shut.Several banks have asked customers to avoid visiting branches ...,2020-03-23T07:10:17Z,./articles/CBMifWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9pbmR1c3RyeS9iYW5raW5nL2Nvcm9uYXZpcnVzLWxvY2tkb3duLWJhbmtzLW9wZW4tYnV0LXNvbWUtYnJhbmNoZXMtbWF5LWJlLWNsb3NlZC0xMTU4NDk0NDg0NzU4Mi5odG1s0gGBAWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9pbmR1c3RyeS9iYW5raW5nL2Nvcm9uYXZpcnVzLWxvY2tkb3duLWJhbmtzLW9wZW4tYnV0LXNvbWUtYnJhbmNoZXMtbWF5LWJlLWNsb3NlZC9hbXAtMTE1ODQ5NDQ4NDc1ODIuaHRtbA?hl=en-IN&gl=IN&ceid=IN%3Aen
Crypto Exchange CoinDCX Raises $3 Mn For Product And Service Growth,Mumbai-based cryptocurrency exchange aggregator CoinDCX has closed its Series A funding round with $3 Mn.,2020-03-24T02:57:35Z,./articles/CAIiEIcHFubOpzMm99bir1SL2cgqGQgEKhAIACoHCAowy-iDCzCr6v8CMKuF9QU?hl=en-IN&gl=IN&ceid=IN%3Aen
Coronavirus pandemic | Mahindra factories to manufacture ventilators for COVID-19 patients,Mahindra Group CEO Anand Mahindra announced a slew of measures on March 22 to help mitigate the coronavirus crisis in the country. As India continues to ...,2020-03-23T06:58:00Z,./articles/CBMinAFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvdHJlbmRzL2hlYWx0aC10cmVuZHMvY29yb25hdmlydXMtcGFuZGVtaWMtbWFoaW5kcmEtZmFjdG9yaWVzLXRvLW1hbnVmYWN0dXJlLXZlbnRpbGF0b3JzLWZvci1jb3ZpZC0xOS1wYXRpZW50cy01MDYxMjAxLmh0bWzSAaABaHR0cHM6Ly93d3cubW9uZXljb250cm9sLmNvbS9uZXdzL3RyZW5kcy9oZWFsdGgtdHJlbmRzL2Nvcm9uYXZpcnVzLXBhbmRlbWljLW1haGluZHJhLWZhY3Rvcmllcy10by1tYW51ZmFjdHVyZS12ZW50aWxhdG9ycy1mb3ItY292aWQtMTktcGF0aWVudHMtNTA2MTIwMS5odG1sL2FtcA?hl=en-IN&gl=IN&ceid=IN%3Aen
Jubilant Food suspends dine-in facility across Domino's Pizza restaurants| shares fall 8%,Share price of Domino's Pizza's operator Jubilant Foodworks fell over 8 percent intraday on March 24 after the company announced that it has suspended ...,2020-03-24T05:12:00Z,./articles/CBMipgFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvbWFya2V0cy9jb3ZpZC0xOS1pbXBhY3QtanViaWxhbnQtZm9vZC1zdXNwZW5kcy1kaW5lLWluLWZhY2lsaXR5LWFjcm9zcy1kb21pbm9zLXBpenphLXJlc3RhdXJhbnRzLXNoYXJlcy1mYWxsLTgtNTA2NTQ4MS5odG1s0gGqAWh0dHBzOi8vd3d3Lm1vbmV5Y29udHJvbC5jb20vbmV3cy9idXNpbmVzcy9tYXJrZXRzL2NvdmlkLTE5LWltcGFjdC1qdWJpbGFudC1mb29kLXN1c3BlbmRzLWRpbmUtaW4tZmFjaWxpdHktYWNyb3NzLWRvbWlub3MtcGl6emEtcmVzdGF1cmFudHMtc2hhcmVzLWZhbGwtOC01MDY1NDgxLmh0bWwvYW1w?hl=en-IN&gl=IN&ceid=IN%3Aen
HBX (Hornbill) Will Complete Tata's Volume Based SUV Lineup Upon Launch,Tata HBX will be launched towards the end of this year as the micro SUV will compete against Maruti Suzuki S-Presso and Mahindra KUV NXT.,2020-03-23T11:00:00Z,./articles/CBMiXGh0dHBzOi8vZ2FhZGl3YWFkaS5jb20vaGJ4LWhvcm5iaWxsLXdpbGwtY29tcGxldGUtdGF0YXMtdm9sdW1lLWJhc2VkLXN1di1saW5ldXAtdXBvbi1sYXVuY2gv0gFgaHR0cHM6Ly9nYWFkaXdhYWRpLmNvbS9oYngtaG9ybmJpbGwtd2lsbC1jb21wbGV0ZS10YXRhcy12b2x1bWUtYmFzZWQtc3V2LWxpbmV1cC11cG9uLWxhdW5jaC9hbXAv?hl=en-IN&gl=IN&ceid=IN%3Aen
Ethereum Taps Key Resistance During Overnight Surge; Will it Break Through?,One analyst is noting that Ethereum's overnight surge has led it up to a key resistance level| which means that further momentum here is critical.,2020-03-23T20:00:48Z,./articles/CBMibWh0dHBzOi8vd3d3Lm5ld3NidGMuY29tLzIwMjAvMDMvMjMvZXRoZXJldW0tdGFwcy1rZXktcmVzaXN0YW5jZS1kdXJpbmctb3Zlcm5pZ2h0LXN1cmdlLXdpbGwtaXQtYnJlYWstdGhyb3VnaC_SAXFodHRwczovL3d3dy5uZXdzYnRjLmNvbS8yMDIwLzAzLzIzL2V0aGVyZXVtLXRhcHMta2V5LXJlc2lzdGFuY2UtZHVyaW5nLW92ZXJuaWdodC1zdXJnZS13aWxsLWl0LWJyZWFrLXRocm91Z2gvYW1wLw?hl=en-IN&gl=IN&ceid=IN%3Aen
Utilities stay true to their name| repeat 2008 outperformance in another crisis,Investors should look at companies with an assured return on equity — about 15 per cent.,2020-03-24T02:36:00Z,./articles/CBMioAFodHRwczovL2Vjb25vbWljdGltZXMuaW5kaWF0aW1lcy5jb20vbWFya2V0cy9zdG9ja3MvbmV3cy91dGlsaXRpZXMtc3RheS10cnVlLXRvLXRoZWlyLW5hbWUtcmVwZWF0LTIwMDgtb3V0cGVyZm9ybWFuY2UtaW4tYW5vdGhlci1jcmlzaXMvYXJ0aWNsZXNob3cvNzQ3ODQ2MjUuY21z0gGbAWh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS9tYXJrZXRzL3N0b2Nrcy9uZXdzL3V0aWxpdGllcy1zdGF5LXRydWUtdG8tdGhlaXItbmFtZS1yZXBlYXQtMjAwOC1vdXRwZXJmb3JtYW5jZS1pbi1hbm90aGVyLWNyaXNpcy9hbXBfYXJ0aWNsZXNob3cvNzQ3ODQ2MjUuY21z?hl=en-IN&gl=IN&ceid=IN%3Aen
Emirates Airline Retracts Decision to Halt Passenger Flight Operations Due to Coronavirus,Dubai carrier Emirates reversed on Sunday its decision to suspend all passenger flights| shortly after it said it would halt operations from March 25 amid the ...,2020-03-23T14:19:06Z,./articles/CAIiED1091b105lnufONlGdcWHEqGQgEKhAIACoHCAow5qqNCzD4q58DMNXIpwY?hl=en-IN&gl=IN&ceid=IN%3Aen
WOW: Singapore Airlines Reduces Fleet To Just 9 Planes,Singapore Airlines is down to operating just nine aircraft. The announcement came today as the nation banned transit passengers. Very few people are currently ...,2020-03-23T12:11:23Z,./articles/CBMiN2h0dHBzOi8vc2ltcGxlZmx5aW5nLmNvbS9zaW5nYXBvcmUtYWlybGluZXMtOS1haXJjcmFmdC_SATtodHRwczovL3NpbXBsZWZseWluZy5jb20vc2luZ2Fwb3JlLWFpcmxpbmVzLTktYWlyY3JhZnQvYW1wLw?hl=en-IN&gl=IN&ceid=IN%3Aen
IT captives see project delays amid lockdown,Bengaluru: India technology captives or global in-house centres (GICs) see projects delayed as the country imposes lockdown to stem the spread of coronavirus ...,2020-03-24T02:30:23Z,./articles/CAIiEJPt-zk3Ri_YRQ1VfdGSXUYqGQgEKhAIACoHCAow2pqGCzD954MDMNCRzgY?hl=en-IN&gl=IN&ceid=IN%3Aen
COVID-19: Travelling by flight in India? The seat next to you should be vacant; check new guidelines,Coronavirus COVID-19 outbreak in India: Travelling by flight in the country? Take note of these new guidelines! Airlines and airports have been asked to follow ...,2020-03-23T11:51:27Z,./articles/CAIiEM1byJiofXZDCt_iG3PMdOIqGQgEKhAIACoHCAow55veCjDzvdUBMIPh5gU?hl=en-IN&gl=IN&ceid=IN%3Aen
Stocks in the news: SBI| Sterlite Tech| HUL| Dr Reddy's Labs| Usha Martin| GNFC,SBI | Indiabulls Housing Finance | Usha Martin | Amber Enterprises | GNFC and Sterlite Technologies are among the stocks that are in the news today.,2020-03-24T02:22:00Z,./articles/CBMihAFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvbWFya2V0cy9zdG9ja3MtaW4tdGhlLW5ld3Mtc2JpLXN0ZXJsaXRlLXRlY2gtZHItcmVkZHlzLWxhYnMtdXNoYS1tYXJ0aW4tZ25mYy01MDY0MTExLmh0bWzSAYgBaHR0cHM6Ly93d3cubW9uZXljb250cm9sLmNvbS9uZXdzL2J1c2luZXNzL21hcmtldHMvc3RvY2tzLWluLXRoZS1uZXdzLXNiaS1zdGVybGl0ZS10ZWNoLWRyLXJlZGR5cy1sYWJzLXVzaGEtbWFydGluLWduZmMtNTA2NDExMS5odG1sL2FtcA?hl=en-IN&gl=IN&ceid=IN%3Aen
‘Experimental’ drug that failed to cure ebola is now world’s best shot against COVID-19,New Delhi: A drug that was presented and then rejected as a cure for the ebola virus is now being seen as the best option to treat COVID-19. Remdesivir ...,2020-03-24T03:31:39Z,./articles/CBMid2h0dHBzOi8vdGhlcHJpbnQuaW4vaGVhbHRoL2V4cGVyaW1lbnRhbC1kcnVnLXRoYXQtZmFpbGVkLXRvLWN1cmUtZWJvbGEtaXMtbm93LXdvcmxkcy1iZXN0LXNob3QtYWdhaW5zdC1jb3ZpZC0xOS8zODY2Mzgv0gF7aHR0cHM6Ly90aGVwcmludC5pbi9oZWFsdGgvZXhwZXJpbWVudGFsLWRydWctdGhhdC1mYWlsZWQtdG8tY3VyZS1lYm9sYS1pcy1ub3ctd29ybGRzLWJlc3Qtc2hvdC1hZ2FpbnN0LWNvdmlkLTE5LzM4NjYzOC8_YW1w?hl=en-IN&gl=IN&ceid=IN%3Aen
This is what your 'coronavirus search' on Google will now show,NEW DELHI: Internet search giant Google's dedicated section that aims to provide easy access to the information related to coronavirus (COVID-19) is now live ...,2020-03-23T03:48:19Z,./articles/CAIiELpX5dnnj0tAnLqgcBreykwqGQgEKhAIACoHCAowv9f9CjCs1fUCMNfb8wU?hl=en-IN&gl=IN&ceid=IN%3Aen
Dettol| ITC| Godrej and others reduce hand sanitizer prices after government directive,FMCG companies have reduced the prices of hand sanitizers following the government directive and have also increased their production to meet the sudden ...,2020-03-23T07:54:31Z,./articles/CBMigQFodHRwczovL3d3dy50aGVuZXdzbWludXRlLmNvbS9hcnRpY2xlL2RldHRvbC1pdGMtZ29kcmVqLWFuZC1vdGhlcnMtcmVkdWNlLWhhbmQtc2FuaXRpemVyLXByaWNlcy1hZnRlci1nb3Zlcm5tZW50LWRpcmVjdGl2ZS0xMjA4OTnSAYUBaHR0cHM6Ly93d3cudGhlbmV3c21pbnV0ZS5jb20vYXJ0aWNsZS9kZXR0b2wtaXRjLWdvZHJlai1hbmQtb3RoZXJzLXJlZHVjZS1oYW5kLXNhbml0aXplci1wcmljZXMtYWZ0ZXItZ292ZXJubWVudC1kaXJlY3RpdmUtMTIwODk5P2FtcA?hl=en-IN&gl=IN&ceid=IN%3Aen
HUL To Acquire VWash From Glenmark Pharma,Hindustan Unilever Ltd. agreed to acquire an intimate feminine hygiene brand from Glenmark Pharmaceuticals Ltd. as part of its plan to enter fast-growing ...,2020-03-23T12:59:18Z,./articles/CAIiEH-rbaPJkHXOpLGnTSFKULMqGQgEKhAIACoHCAowqvSQCzD0nKUDMM3htQY?hl=en-IN&gl=IN&ceid=IN%3Aen
3 electric SUVs you can buy in India right NOW,We list down all the electric SUVs that are on sale in India and 2 more that are upcoming.,2020-03-24T07:31:18Z,./articles/CAIiELNe176ErkxcEFMurBuASiUqGQgEKhAIACoHCAowyP2ACzCo4PsCMJ6D7AU?hl=en-IN&gl=IN&ceid=IN%3Aen
M&M Chairman Anand Mahindra to offer 100% salary to fight coronavirus,Anand Mahindra| the Chairman of Mahindra & Mahindra has decided to offer his 100% salary to deal with the impact of the Coronavirus epidemic. Mahindra on ...,2020-03-23T02:48:45Z,./articles/CBMidmh0dHBzOi8vd3d3LnBlb3BsZW1hdHRlcnMuaW4vbmV3cy9sZWFkZXJzaGlwL21tLWNoYWlybWFuLWFuYW5kLW1haGluZHJhLXRvLW9mZmVyLTEwMC1zYWxhcnktdG8tZmlnaHQtY29yb25hdmlydXMtMjUwNzTSAXVodHRwczovL3d3dy5wZW9wbGVtYXR0ZXJzLmluL2FtcC1sZWFkZXJzaGlwLW1tLWNoYWlybWFuLWFuYW5kLW1haGluZHJhLXRvLW9mZmVyLTEwMC1zYWxhcnktdG8tZmlnaHQtY29yb25hdmlydXMtMjUwNzQ?hl=en-IN&gl=IN&ceid=IN%3Aen
